ParcelId,Address,City,State,ZIP,County,MSA,Submarket,YearBuilt,YearRenovated,AssetClass,Stories,ConstructionType,PropertyType,UnitCount,AvgUnitSqft,NetRentableSqft,ParkingType,ParkingRatio,LotSizeAcres,ManagementCompany,Notes,DataConfidence,SourceFiles
100 Inverness,100 Inverness RR 06.26.2019 modified,Atlanta,GA,,,"Atlanta-Sandy Springs-Roswell, GA",,,,,,,,2019,,,Garage,,,Fe,,medium,100 Inverness RR 06.26.2019 modified.xls; 100 Inverness RR 06.26.2019.xls; 100 Inverness T12 05.2019.xls; MAG Bama.pdf
1420 Magnolia,1420 Magnolia - Charlotte - Teaser ,Atlanta,GA,,,"Atlanta-Sandy Springs-Roswell, GA",,,,,,Mixed,,,,,Garage,,,Compa,,medium,1420 Magnolia - Charlotte - Teaser .xlsx; 1420 Magnolia - Rent Roll (2018.02.02) techno.xls; 1420 Magnolia - Rent Roll (2018.02.02).xlsx; 1420 Magnolia - Rent Roll (2018.02.22) latest.xls; 1420 Magnolia - Rent Roll (2018.02.22).xlsx
33 West,33 West 01a - Offering Memorandum,Atlanta,GA,FL,,"Atlanta-Sandy Springs-Roswell, GA",,,,,,,,,,,GARAGE,,,,,medium,33 West 01a - Offering Memorandum.pdf; 33 WEST 02a - Rent Roll 4-19-22.xls; 33 WEST 02b - Rent Roll 5-5-22.xls; 33 WEST 02c - Rent Roll 5-18-22 Techno.xls; 33 WEST 02c - Rent Roll 5-18-22.xls
45 Eighty Dunwoody,45 eighty,Dunwoody,GA,,,"Atlanta-Sandy Springs-Roswell, GA",,,,,,,,,,,Garage,,,Fe,,medium,12_Month_Statement_4580_Cash.xlsx; Copy of 12_Month_Statement_4580 - modified .xls; Historical_20190701115718 - 45 eighty.xls; Rent Roll (3) - 45 eighty .xls; Rent Roll (3).xlsx
464 Bishop - ATL,,,,,,,,,,,,,,,,,,,,,,none,
72 West,72 West T12 - 5.31.2019,Atlanta,GA,,,"Atlanta-Sandy Springs-Roswell, GA",,,,,,CONCRETE,,,,,,,,FE,,medium,72 West T12 - 5.31.2019.xlsx; Copy of 72 West T12 - 5.31.2019.xls; Historical_20190627135129 - 72 West .xls; STW capitals from 2016 - present.xlsx; STW UNIT UPGRADES - modified .xls
7900 Park Central,7900 at Park Central - Debt Summary,Atlanta,GA,,,"Atlanta-Sandy Springs-Roswell, GA",,,,,,,,2020,,,Garage,,,For,,medium,12_Month_Statement_4032_Cash - techno.xls; 12_Month_Statement_4032_Cash.xlsx; 7900 - Rent Roll 3.9.2020 - techno.xls; 7900 - Rent Roll 3.9.2020.xlsx; 7900 at Park Central - Debt Summary.xlsx
841 Memorial,,,,,,,,,,,,,,,,,,,,,,none,
860 South,860 South ,Marietta,GA,,,"Atlanta-Sandy Springs-Roswell, GA",,,,,,,,290,,,GARAGE,,,EXPENS,,medium,860South_OS_T12_06.2019.xlsx; 860South_OS_T12_07.2019 - techno.xls; 860South_OS_T12_07.2019.xlsx; 860South_OS_YE_2017.xlsx; 860South_OS_YE_2018.xlsx
900 Dwell,900 Dwell,Atlanta,GA,,,"Atlanta-Sandy Springs-Roswell, GA",,,,,,,,,,,GARAGE,,,EXPENS,,medium,900Dwell_OS_T12_06.2019.xlsx; 900Dwell_OS_T12_07.2019 - techno.xls; 900Dwell_OS_T12_07.2019.xlsx; 900Dwell_OS_YE_2017.xlsx; 900Dwell_OS_YE_2018.xlsx
Accent 2050,,Atlanta,GA,,,"Atlanta-Sandy Springs-Roswell, GA",,,,,,Concrete,,,,,,,,,,medium,Accent 2050 - Boxscore (2020.03.20).pdf; Accent 2050 - CushWake Executive Summary (2020.04.06).pdf; Accent 2050 - Existing Debt Information.pdf; Accent 2050 - Final Tax Bill (2019).pdf; Accent 2050 - Rent Roll w Detail (2020.04.16).xls
Addison on Long Beach,21 to 6-9-21,Long Beach,CA,,,"Los Angeles-Long Beach-Anaheim, CA",,2022,,,,,,,,,GARAGE,,,Compa,,medium,ALB -  Rentable Items 5-31-21.pdf; ALB - Lease Tradeout Report 4-1-21 to 6-9-21.xlsx; ALB - MAY 2021 T-12.xlsx; ALB - Rent Roll Detail 5-31-21.xls; JBM - The Addison on Long Bayou OM.pdf
Advenir at Prestonwood,05 T12 - Techno,,,,,,,,,,,,,2019,,,,,,Fe,,low,Advenir_OM_Final.pdf; Historical_20190716154124 - restonwood .xls; PST IS - 2019.05 T12 - Techno.xls; PST IS - 2019.05 T12.xlsx; PST RE TAXES 2018.pdf
Alexan Avondale,,,,,,,,,,,,,,,,,,,,,,none,Alexan Avondale  Other Income - techno.xls; Alexan Avondale.xlsx
Alpharetta City Center,,,,,,,,,,,,,,,,,,,,,,none,
Alta Dairies,2020 Garage Operating Budget,Atlanta,GA,,,"Atlanta-Sandy Springs-Roswell, GA",,2019,,,,SLaB,,77,,,Garage,,,,,medium,12_Month_Statement_61270_Accrual (3).xlsx; 12_Month_Statement_61270_Accrual (4).xlsx; 18-ALD-0215_SiteMap_r6_PR.pdf; Alta Dairies_2020 Garage Operating Budget.pdf; Alta Dairies_2020 Garage Operating Budget.xlsx
Alta East,777 Memorial Dr SE,Atlanta,GA,,,,,,,,,,,,,,,,,,,low,Alta East Other Income.xlsx; AltaEast_OM.pdf; OS_T12_05.2021_AltaEast.xlsx; Tax Abatement Math .xlsx
Alta Lakehouse,7600 Majorca Place,Orlando,FL,,,,,,,,,,,,,,,,,,,low,Lake House by Alta OM (Pages Version).pdf
Alta Tech Ridge,12408 Dessau Road,Austin,TX,,,,,,,,,,,2019,,,,,,,,medium,Alta Tech Ridge - 12_Month_Statement_21020_Accrual - 2019.07.xlsx; Alta Tech Ridge - 2019 - Travis CAD - Property Details.pdf; Alta Tech Ridge - 60 Day Trend - 8.5.19.pdf; Alta Tech Ridge - ConcessionBurnOff - 07-25-2019.xlsx; Alta Tech Ridge - Conservice_PreBill - August2019.xls
Alta Warehouse,,,,,,,,,,,,,,,,,,,,,,none,
Alta at Health Village,,Orlando,FL,,,,,,,,,,,,,,,,,,,low,Alta at Health Village (Orlando FL) Expense Comp 7-25-22.pdf
Altis & Altra,,Atlanta,GA,,,"Atlanta-Sandy Springs-Roswell, GA",,,,,,,,,,,,,,,,medium,
Amberwood,,,,,,,,,,,,,,,,,,,,,,none,Copy of Legacy Crossroads Reno Calc.xlsx
Andorra Apartments,4000 Coleway Drive,Holly Springs,NC,,,,,,,,,,,,,,Garage,,,Fe,,low,42 CAS ANA July 2020 Rent Roll.xlsx; 42 CAS ANA July 2020 T12 - techno.xls; 42 CAS ANA July 2020 T12.xlsx; Andorra Property Info.pdf; Copy of 42 CAS ANA July 2020 T12 - techno.xls
Ansley at Princeton Lakes,3871 Redwine Road,Atlanta,GA,,,,,,,,,Concrete,,2020,,,Garage,,,chang,,medium,Ansley at Princeton Lakes - Offering Memorandum.pdf; Ansley at Princeton Lakes - Rent Roll (One Line) (2020.06.11) - techno.xls; Ansley at Princeton Lakes - Rent Roll (One Line) (2020.06.11).xlsx; Ansley at Princeton Lakes - Rent Roll w Lease Charges (2020.06.11).xlsx; Ansley at Princeton Lakes - Rentable Items (2020.06.11).xlsx
Arden at Midtown,,,,,,,,,,,,,,,,,,,,,,none,Leasing Schedule.pdf; Proforma.pdf; Rent+Roll+Detail+-+Excel.xls; WebCurrent_19936749571709915040488.pdf
Ardmore at Flowers,380 Topwater Dr,Clayton,NC,,,,,,,,,,,,,,surface,,,,,low,Ardmore at Flowers - AR Report (2024.09).xlsx; Ardmore at Flowers - Concession Burn Off (2024.10.24).xlsx; Ardmore at Flowers - OM Underwriting.pdf; Ardmore at Flowers - Rent Roll (2024.11.04).xlsx; Ardmore at Flowers - Rent Roll (2024.11.18).xlsx
Artistry,21 Solis LoSo Package,Charlotte,NC,,,,,,,,,,,,,,,,,Fee Insuran,,low,Artistry at LoSo_20211019070452.zip; Artistry Tax Math .xls; The Artistry at Loso.xlsx; TP - 2021-05-21 Solis LoSo Package.pdf
Ascen Varina Gateway,,,,,,,,,,,,,,,,,,,,Fee Insuran,,none,Acend Varina  Tax Math .xls; Ascend Other Income.xlsx; Copy of chatham_secured_overnight_financing_rate_sofr_07jun2024.xlsx; Copy of Variable Interest Rate Conversion Myers.xls
Ashley River,,Charleston,SC,,,"Charleston-North Charleston, SC",,,,,,Concrete,,2018,,,,,,Fe,,medium,Ashley River OM.pdf; Ashley_River_Rent_Roll_04_02_2018.xls; Ashley_River_Rent_Roll_04_02_2018.xlsx; Ashley_River_T9_03-2018 - modified .xls; Ashley_River_T9_03-2018.xlsx
Austin Deals,100 Marshall Circle,Round Rock,TX,,,,,,,,,,,,,,,,,,,low,Marketing Brochure_Flyer - 100 Marshall Cir.pdf
Avril Cambridge,2022 Tax Bill,Atlanta,GA,ZJ,,"Atlanta-Sandy Springs-Roswell, GA",,2023,,,,,,,,,,,,,,medium,Avril Cambridge Village OM FINAL.pdf
Axiom,,Charlotte,NC,,,"Charlotte-Concord-Gastonia, NC-SC",,2014,,,0190,,,2019,,,Garage,,,Fee,,high,12_Month_Statement_cameron (20).xlsx; Axiom - Rent Roll (2019.05.31).xls; Axiom - Rent Roll (2019.05.31).xlsx; Axiom - Rent Roll - 080819 - techno.xls; Axiom - Rent Roll - 080819.xlsx
Axis Berewick,,Charlotte,NC,,,"Charlotte-Concord-Gastonia, NC-SC",,,,,,,,,,,,,,,,medium,AxisBerewickOM.pdf; LTO_2022.04.03_Axis Berewick.xlsx; LTO_2022.05.19_Axis Berewick.xlsx; Rent Roll with Lease Charges_2022.04.03_Axis Berewick.xlsx; Rent Roll with Lease Charges_2022.05.20_Axis Berewick.xlsx
Azola Palm Beach,,West Palm Beach,FL,,,"Miami-Fort Lauderdale-West Palm Beach, FL",,,,,,,,,,,,,,,,medium,Azola West Palm Beach - OM.pdf; Azola WPB Expense Comp 9-15-20.pdf
Bainbridge Aviation Crossings,2020 Tax Bill,Atlanta,GA,,,"Atlanta-Sandy Springs-Roswell, GA",,,,,,,,,,,,,,Fee Insuran,,medium,Aviation Tax Math .xls; Aviation vs Trailside.xls; Bainbridge Aviation Crossing - Leases to Date Summary 3.12.21.xlsx; Bainbridge Aviation Crossing 2 wk Traffic 3.26.21.pdf; Bainbridge Aviation Crossing 2020 Tax Bill.pdf
Bainbridge Matthews,2020 Tax Bill,Matthews,NC,,,"Charlotte-Concord-Gastonia, NC-SC",,,,,,,,,,,,,,,,medium,Bainbridge Matthews  Other Income.xlsx; Bainbridge Matthews - Leases to Date Summary 3.15.21.xlsx; Bainbridge Matthews 2020 Tax Bill.pdf; Bainbridge Matthews Concession Report 3.12.21.pdf; Bainbridge Matthews Concession Report 3.12.21.xlsx
Bainbridge Research Park,,Atlanta,GA,,,"Atlanta-Sandy Springs-Roswell, GA",,,,,,SLaB,,,,,,,,,,medium,BainbridgeResearchPark_OM.pdf; Rent Roll Detail_2021.07.14_Bainbridge Research Park.xls; Rent Roll_2021.07.14_Bainbridge Research Park.xls; T12_2021.05_Bainbridge Research Park.xlsx
Bainbridge Sunlake,2020 Taxes,Atlanta,GA,,,"Atlanta-Sandy Springs-Roswell, GA",,,,,,,,,,,,,,,,medium,2020 Taxes.pdf; Bainbridge  Other Income.xlsx; Bainbridge Sunlake Package 6.30.21.pdf; Bainbridge Sunlake Payroll .xls; Bainbridge Sunlake Rent Roll 6.30.21.xlsx
Barcelona Apartments,21 Barcelona RR,Atlanta,GA,,,"Atlanta-Sandy Springs-Roswell, GA",,,,A,,Mixed,,,,,Mixed,,,Budge,,medium,3612_001.pdf; __04.21 Barcelona RR.xls; __04.21 Barcelona RR.xlsx; __05.21 Barcelona FS.xlsx; __05.21 Barcelona RR - techno.xls
Beckett Farms,,,,,,,,,,,,,,,,,,,,,,none,
Bell Bishop arts,12 OpSt - 08.19 - techno ,Dallas,TX,,,"Dallas-Fort Worth-Arlington, TX",,2022,,,,Concrete,,2019,,,garage,,,Fe,,medium,Bell Bishop Arts - Flyer.pdf; Bell Bishop Arts - Rent Roll 09.13.19.xls; Bell Bishop Arts - Rent Roll 09.13.19.xlsx; Bell Bishop Arts - T12 OpSt - 08.19 - techno .xls; Bell Bishop Arts - T12 OpSt - 08.19.xlsx
Bell LightHouse Point,,,,,,,,,,,,,,,,,,,,,,none,
Bell Parkland,,Dallas,TX,,,"Dallas-Fort Worth-Arlington, TX",,2007,,,,,,,,,,,,,,medium,"Bell Parkland, 6.30.2022.zip"
Bellevue Spring Creek,,Dallas,TX,,,"Dallas-Fort Worth-Arlington, TX",,2006,,,,,,,,,Covered,,,Expen,,medium,Bellevue Spring Creek T12-July 2019 - techno.xls; Bellevue Spring Creek T12-July 2019.xlsx; Historical_20190911135528 - Spring Creek .xls; Spring_RR_8.29.19.xls
Biscayne 112,2021 Income Limits and Rent Limits,Miami,FL,,,"Miami-Fort Lauderdale-West Palm Beach, FL",,2015,,,,,,,,,,,,,,medium,2021 Income Limits and Rent Limits.png; Biscayne 112 - 3-Pager.pdf; Biscayne 112 - January 2022 T12.xlsx; Biscayne 112 - Rent Roll_3.18.22 - techno.xls; Biscayne 112 - Rent Roll_3.18.22.xls
Bridgeview Apartments,,Atlanta,GA,,,"Atlanta-Sandy Springs-Roswell, GA",,,,,,,,,,,,,,,,medium,Bridgeview-OM (spreads).pdf
Broadstone Highland Creek,,Charlotte,NC,,,"Charlotte-Concord-Gastonia, NC-SC",,2018,,,,,,,,,GARAGE,,,Fee Insuran,,medium,BHC Demographic+Statistics 5.09.22.xls; BHC Rent+Roll+Detail 5.09.22 TS.xls; BHC Rent+Roll+Detail 5.09.22.xls; Broadstone Highland Creek Other income.xlsx; ProsperityHucksAreaPlan.pdf
Broadstone Junction,,Charlotte,NC,,,"Charlotte-Concord-Gastonia, NC-SC",,,,,,Concrete,,290,,,,,,,,medium,20210301103318_IncomeAPINVExport - Broadstone Junction .xls; BJ - Rent Roll (2021.03.09).xlsx; Broadstone Junction & Sugar Hill - Executive Summary (2021.02.16).pdf; Broadstone Junction - Rent Roll (2021.02.22) - Techno.xls; Broadstone Junction - Rent Roll (2021.02.22).xlsx
Broadstone Lemmond Farm,,Charlotte,NC,,,"Charlotte-Concord-Gastonia, NC-SC",,2022,,,,,,,,,,,,Fee Insuran,,medium,Broadstone Lemmond Farm.xlsx; Broadstone Lemmond Farm_Underwriting Memo.pdf; Broadstone Tax Math .xls; RentRoll10_23_2020.xlsx; RentRollwithLeaseCharges03_15_2021.xlsx
Broadstone Station,,Charlotte,NC,,,"Charlotte-Concord-Gastonia, NC-SC",,,,,,,,,,,GARAGE,,,,,medium,20240212123401_IncomeAPINVExport.xls; Copy of Village at Broadstone Station - Buyer Interview Template 02.2024.xlsx; Property Record Card (Current Assessed Value)_2024_Village at Broadstone Station.pdf; Rent Roll_2024.01.16_Village at Broadstone Station - TS.xls; Rent Roll_2024.01.16_Village at Broadstone Station.xls
Broadstone Sugar Hill,,Sugar Hill,GA,,,"Atlanta-Sandy Springs-Roswell, GA",,2004,,,,,,2021,,,,,,,,medium,Broadstone Junction Other Income .xlsx; Broadstone Sugar Hill - Lease Agreement (Cantina Loca) (Executed).pdf; Broadstone Sugar Hill - Lease Agreement (City of Sugar Hill) (Executed).pdf; Broadstone Sugar Hill - Rent Roll (2021.02.22) - techno.xls; Broadstone Sugar Hill - Rent Roll (2021.02.22).xlsx
Broadstone Trailside,,Charlotte,NC,,,"Charlotte-Concord-Gastonia, NC-SC",,2015,,,,,,,,,Garage,,,,,medium,(TEST)_Alliance_-_Box_Score_Report_v1 (4) (1).pdf; 12_Month_Statement_020940_Accrual.xlsx; Alliance Residential Company PT NC Broadstone Trailside Tax Projection 2.._.pdf; Alliance_-_Demographic_Summary (4).pdf; Alliance_-_MOR_-_Rent_Change_Analysis_(Mod) (2) (1).pdf
Build to Rent,2022 Renewal,,,,,,,,,,,,,,,,,,,,,none,2022 Renewal.pdf; Berkadia - Odyssey by Soltura - Flyer.pdf; Loan Document.pdf
Cadence Music Factory,18 Modified,Atlanta,GA,,,"Atlanta-Sandy Springs-Roswell, GA",,,,,,,,,,,Garage,,,Fee Subtot,,medium,12mo IS[1].xlsx; Cadence Comps .pdf; Cadence Music Factory Overview.pdf; Cadence Projections .xls; Copy of Cadence Music Factory Tax Worksheet (003).xls
Cadence Sugar Hill,,Sugar Hill,GA,,,"Atlanta-Sandy Springs-Roswell, GA",,,,,,,,,,,,,,Fee Insuran,,medium,Cadence - DAR (2022.01.22).xlsx; Cadence - Detailed Rent Roll (2021.11.08).pdf; Cadence - Detailed Rent Roll (2022.02.01) Techno.xls; Cadence - Detailed Rent Roll (2022.02.01).xls; Cadence - Fee List (2021.08.17).xlsx
Cadence at Nocatee,2022 FINAL,Nocatee,FL,,,"Jacksonville, FL",,2020,,,,,,,,,,,,,,medium,Cadence at Nocatee Box Score 5.21.22.xlsx; Cadence at Nocatee Concessions - 5.19.22.xlsx; Cadence at Nocatee Demographics - 5.19.22.xlsx; Cadence at Nocatee Pending Move-Ins (Detailed) 5.23.22.xlsx; Cadence at Nocatee Pending Move-Ins (Single-Line) 5.23.22.xlsx
Carrington at Brier Creek,,Raleigh,NC,,,"Raleigh-Durham-Chapel Hill, NC",,1999,,,,Mixed,,2019,,,Mixed,,,Fee Gro,,medium,Carrington Brier Creek Rents .xls; CarringtonBrierCreek OM.PDF; Historical_20190806150638 - Carrington .xls; Rent Roll_2019.06.19_Carrington at Brier Creek.xlsx; Rent Roll_2019.07.10_Carrington at Brier Creek - techno.xls
Casa Mara,,Miami,FL,,,"Miami-Fort Lauderdale-West Palm Beach, FL",,,,,,,,,,,,,,,,medium,Projected Stabilized CasaMara Updated 6.7.22.xlsx; RentRollwithLeaseCharges 06.16.2022.xlsx; Retail - RentRollwithLeaseCharges06_08_2022 (1).xlsx
CasaMara,0411 CM lease tracker (1),West Palm Beach,FL,,,"Miami-Fort Lauderdale-West Palm Beach, FL",,,,,,,,,,,,,,,,medium,0411 CM lease tracker (1).xlsx; 0411 CM lease tracker - Techno.xls; 075-1786-SP-1 (3) w.Outdoor seating Minor Mod.pdf; 2022 stabilized CasaMara.xlsx; Cameron Estates Tax Bill.pdf
Chapel Hill,12 January 2018 -t echno,Atlanta,GA,,,"Atlanta-Sandy Springs-Roswell, GA",,,,,,,,,,,Garage,,,Expen,,medium,1. Chapel Hill T12 January 2018 -t echno.xls; 1. Chapel Hill T12 January 2018.xls; Copy of CH Rent Roll - 3.1.2018 - techno.xls; Copy of CH RR 3.1.2018.xls
Charlotte Pike,10927 Charlotte Pike Proforma_Final_Expenses,Nashville,TN,,,"Nashville-Davidson-Murfreesboro-Franklin, TN",,,,,,,,,,,Garage,,,Fee Insuran,,medium,02.23.2022_SterlingNW_RentRollwithLeaseCharges.xlsx; 210927 Charlotte Pike Proforma_Final_Expenses.pdf; Charlotte Pike Other Income.xlsx; Novel West Nashville.JPG; Property_Tax_Bill (2).pdf
Charlotte Two Pack,12 Combined (2020.07),Charlotte,NC,,,"Charlotte-Concord-Gastonia, NC-SC",,,,,,,,,,,,,,,,medium,Atkins Circle - Rent Roll (2020.08.19).xlsx; Atkins Circle - T12 (2020.07).xlsx; Worthington Luxury - Rent Roll (2020.08.19).xlsx; Worthington Luxury - Retail Rent Roll (2020.08.20).xlsx; Worthington Luxury - T12 Combined (2020.07).xlsx
Citadel Lookout,,Atlanta,GA,,,"Atlanta-Sandy Springs-Roswell, GA",,2022,,,,,,,,,GARAGE,,,,,medium,Boxscore 1.24.22.pdf; Boxscore 1.30.22.pdf; Citadel at Lookout Market Survey 1.30.22.xlsx; Citadel Lookout Other Income.xlsx; Citadel Lookout Stabilized Budget.xlsx
Citizen House,2801 FM 685,Atlanta,GA,,,"Atlanta-Sandy Springs-Roswell, GA",,,,,,Mixed,,,,,Mixed,,,,,medium,CHP - Rent Roll - 3.11.24.xlsx; CHP - Rentable Items Report - 3.11.24.xlsx; CHP - Unit Amenities - 3.11.24.xlsx; Citizen House  Other income.xlsx; Citizen House Pflugerville - Flyer.pdf
Citron Allen,,Atlanta,GA,,,"Atlanta-Sandy Springs-Roswell, GA",,,,,,Concrete,,445,,,Garage,,,Fe,,medium,Citron Allen Station Rent Roll.xls; Citron Allen Station Storages.xls; Citron Allen Station T-12.xls
City North - TX,,,,,,,,,,,,,,,,,,,,,,none,
Coddle Creek,,Charlotte,NC,,,"Charlotte-Concord-Gastonia, NC-SC",,,,,,,,,,,,,,,,medium,Coddle Creek Other Income.xlsx; Coddle Creek Tax Math .xls
Colums at Wakefield,,,,,,,,,,,,,,,,,,,,,,none,
Cornerstone,2017 Tax Bill-2018.07_Cornerstone,Atlanta,GA,,,"Atlanta-Sandy Springs-Roswell, GA",,1983,,,,,,,,,,,,,,medium,2017 Tax Bill-2018.07_Cornerstone.pdf; Cornerstone - Rent Roll 06.30.2018.xlsx; Cornerstone - Rent Roll 07.24.2018.xlsx; Cornerstone - Rent Roll 07.30.2018.xlsx; Cornerstone - Rent Roll w Lease Charges 06.20.2018.xlsx
Cottages at emerald Creek,42 NEY EMC Rent Roll Detail 4.25.19,Atlanta,GA,,,"Atlanta-Sandy Springs-Roswell, GA",,,,,,,,,,,GARAGE,,,Fe,,medium,42 NEY EMC Rent Roll Detail 4.25.19.xls; 42 NEY EMC T12 March 2019.xls; Copy of 42 NEY EMC Rent Roll 5.31.19.xls; Copy of 42 NEY EMC T12 May 2019.xls; Copy of 42 NEY EMC Technosun Translated Rent Roll Please Review and Verify.xls
Courtney Lake,,,,,,,,,,,,,,,,,Garage,,,,,none,Copy of The Courtney at Lke Shadow V2.xls; Rent Roll.xls
Creekside Ranch,11209 Ranch Creek Ter,Bradenton,FL,,,,,,,,,,,2019,,,Garage,,,FE,,medium,Creekside Ranch - Rent Roll 07.29.2019 - techno.xls; Creekside Ranch - Rent Roll 07.29.2019.xlsx; Creekside Ranch - T12 07.29.19 - techno.xls; Creekside Ranch - T12 07.29.19.xlsx; Creekside Ranch Costar.pdf
Crescent,127 East Riverside Drive,Austin,TX,,,,,,,,,Mixed,,,,,Mixed,,,,,low,Crescent OM 2018.pdf
Crest at Flower Branch,900 Crest Village Circle,Flowery Branch,GA,,,,,,,,,,,,,,,,,,,low,12_Month_Statement_mgcfb_accrual.xlsx; AccountDetail06_02_2021 (1).xlsx; AccountDetail06_02_2021 (2).xlsx; AccountDetail06_02_2021 (3).xlsx; AccountDetail06_02_2021.xlsx
Crestmont at Thornblade,,,,,,,,,,,,,,,,,,,,,,none,
Crown at James Landing,,,,,,,,,,,,,,,,,Garage,,,Fee Insuran,,none,20191114113849_APINVExport - Crown at James Landing Premiums .xls; Historical_20191114115458 - Crown at james P&L.xls
Curv,410 SE 16th Court,Fort Lauderdale,FL,,,,,,,,,,,,,,,,,,,low,CURV - Offering Memorandum (1).pdf
Debartolo Portfolio,,,FL,CS,,,,,,,1,Slab,,,,,,,,,,low,Debartolo Portfolio OM.pdf
District South,,,,,,,,,,,,,,,,,,,,,,none,
District Station,2312 Bristol Creek Drive,Morrisville,NC,,,,,,,,,,,,,,,,,,,low,Copy of Rent Roll_2019.04.08_District Station.xls; District Station Market Intel.pdf; DistrictStation_OM (1).pdf; Rent Roll_2019.02.19_District Station.xls; T12_2018_District Station.xlsx
East Point at Altamonte,828/850 Orienta Avenue,Altamonte Springs,FL,,,,,,,,,,Garden,,,,,,,,,medium,East Pointe at Altamonte (Orlando MSA) OM - 2019 (FINAL).pdf; East Pointe at Altamonte RR 5-31-19.xlsx; East Pointe at Altamonte T12 Apr-2019.xlsx; Rent Roll East Pointe 6.19.xlsx
Easton Portfolio,,,,,,,,,,,,,,,,,,,,,,none,COCOct2018 T12 .xlsx; COCRent Roll-11-13-18.xlsx
Echo  Lakeside,510 Guthridge Ct NW,Peachtree Corners,GA,,,,,,,,,,,,,,,,,,,low,ECHO_Lakeside_OM.pdf; ECONOMICDEVELOPMENTPLANFIN - Peachtree Corners.pdf
Eden Crystal Lake,,,,FL,,,,,,,,,,,,,,,,,,none,"20220105121148_APDEVExport.xls; Copy of 20220105121148_APDEVExport.xls; Copy of Eden Crystal Lake (Port Orange, FL) Expense Comp 1-12-22.pdf; Crystal Lake Rent Roll Techno .xls; Eden Crystal Lake (Port Orange, FL) Market Survey 1-12-22.xlsx"
Edinborough Commons,,,,,,,,,,,,Concrete,,,,,Garage,,,Fe,,none,Edinborough Commons RR 02.26.18.xls; Edinborough Commons RR 1.31.18.xls; Edinborough Commons_TTM January 2018 - techno 2.xls; Edinborough Commons_TTM January 2018 - techno.xls; Edinborough Commons_TTM November 2017.xlsx
Elan Powers Ferry,1945 Powers Ferry Rd SE,Atlanta,GA,,,,,,,,042621,,,,,,,,,,,medium,Elan Powers Ferry - Detailed Site Plan (2022.02.08).pdf; Elan Powers Ferry - Last 30 Applications (2022.02.18).xlsx; Elan Powers Ferry - Rent Roll (2022.02.18)_One Line.xlsx; Elan Powers Ferry - Rentable Items Availability (2022.02.08).xlsx; Elan Powers Ferry - T4 Income Statement (2022.01).xlsx
Element Galleria,800 Galleria Parkway,Atlanta,GA,,,,,,,,,,,,,,,,,,,low,ElementGalleria_OM.pdf
