ParcelId,Address,City,State,ZIP,County,MSA,Submarket,YearBuilt,YearRenovated,AssetClass,Stories,ConstructionType,PropertyType,UnitCount,AvgUnitSqft,NetRentableSqft,ParkingType,ParkingRatio,LotSizeAcres,ManagementCompany,Notes,DataConfidence,SourceFiles
Serramar,6701 W. Oakland Park Blvd.,Fort Lauderdale,FL,FL,,,,,,,,,,,,,,,,,,low,Serramar 01 - Offering Memorandum.pdf; Serramar 02a - Rent Roll 6-4-2019.xlsx; Serramar 02b - Rent Roll 6-12-2019.xlsx; Serramar 03a - April 2019 T12 Financials.xlsx; Serramar 03b - May 2019 T12 Financials.xlsx
Seventeen West,391 17th St NW,Atlanta,GA,,,,,,,,,,,,,,Garage,,,Fee Subtot,,low,17 West Comps.pdf; Projections V1.xls; Unit comparisons.xls; Unit comparisons.xlsx
Shoreview,1161 3rd Avenue East,Bradenton,FL,,,,,,,,,,,216,,,,,,,,medium,JBM - ShoreView OM.pdf; Rent Roll Analysis - Shoreview.xls; ShoreView - All Units Rent Roll 09.13.2021.xlsx; ShoreView - August 2021 T-12.xlsx
Siena Round Rock,,,,,,,,,,,,,,,,,,,,,,none,"ABJ Article - CelLink could put 2,000-job factory in Georgetown - 12.13.2021.pdf; ABJ Article - This could be hottest spot for economic development in Austin area - 12.16.2021.pdf; Siena - Box Score - 2.4.2022.pdf; Siena - Delivery Schedule - 2.2.2022.pdf; Siena - Prelim Leasing Report with Lease Charges - 2.4.2022.xlsx"
Sixes Ridge,,,,,,,,,,,,,,,,,,,,,,none,
Sodo Duluth,3256 Buford Hwy,Duluth,GA,,,,,,,,,,,22,,,,,,,,medium,2019-08-23 SODO report.pdf; 2022 Apr 15 - SODO Valuation.pdf; RentRoll01_18_2023.xlsx; Sodo Duluth .xls
Solis Ballantyne,2018 T12 (1),,,,,,,,,,,,,,,,,,,,,none,Solis Ballantyne APRIL 2018 T12 (1).xlsx; Solis Ballantyne RentRollwithLeaseCharges 05_31_2018.xlsx
Solis Carraway,2019 Tax Bill - 3661427,Atlanta,GA,,,,,,,,,,,2020,,,,,,,,medium,BoxScoreSummary06_08_2020.xlsx; Copy of RentRoll03_05_2020 - techno.xls; Mini Market Survey 6.8.20.xlsx; RentRoll02_06_2020 -techno.xls; RentRoll02_06_2020.xlsx
Solis City Park,21 Deleted 2 Columns,Charlotte,NC,,,,,,,,,,,,,,,,,Fee Insuran,,low,City Park Rent Roll 1.4.21 Deleted 2 Columns.xls; City Park Rent Roll 1.4.21.xls; Copy of Solis City Park RET Est 1-14-21 - Matt's tax number .xlsx; Copy of Tax Math - Solis City Park  3.0.xls; Solis City Park  - Other income.xlsx
Solis Cummings,,Cumming,GA,,,,,,,,,,,,,,Garage,,,,,low,SC - Tax Bill (2021).pdf; SC - Unit Mix and Rentable Items (2021.09.29).xlsx; SC -Site Plan (2021.10.07).pdf; Solis Cummings Other Income.xlsx; Solis cummings Rent Roll.xls
Solis Decatur,2019 Taxes - Solis Decatur,,,,,,,,,,,,,2020,,,,,,,,low,2019 Taxes - Solis Decatur.pdf; BoxScoreSummary_06.15.2020.xlsx; LeaseTracker_06.15.2020.xlsx; Market Survey June 2020.xlsb; ProjectedOccupancyReport_06.15.2020.xlsx
Solis Interlock,,Atlanta,GA,,,"Atlanta-Sandy Springs-Roswell, GA",,2022,,,,,,,,,,,,,,medium,Boxscore_032921.pdf; Concessions_032921.pdf; Delinquent+and+Prepaid_032921.pdf; Leasing+Activity+Summary_032921.pdf; Projected+Occupancy_032921.pdf
Solis Millennium,,,,,,,,,,,2024,,,2024,,,GARAGE,,,Fee Insuran,,low,Amenties_Solis_r.pdf; Boxscore .xls; Rent Roll Detail-3.13.24.xls; Rentable Items_2024.02.12_Solis Millennium.xls; Solis Millennium  Tax Calculation .xls
Solis Reynolds Place,,,,,,,,,,,,,,,,,,,,,,none,Solis Reynolds Place Other income.xlsx; Solis Reynolds Place Rent Roll.xls
Solis Suwanaee Town Center,15 retail Matrix ,,,GA,,,,,,,,,,,,,,,,Fee Insuran,,none,Assessment_Notice_2020_R7211_048.pdf; Boxscore (1).pdf; Boxscore.pdf; Copy of Atlanta Garden_ Expense Comparables_ 6.8.20_v2 (003).pdf; Lease Tracker.xlsx
St Tropez,8000 Cleary Boulevard,Plantation,FL,FL,,,,,,,,,,,,,,,,,,low,ST TROPEZ 01 - Offering Memorandum.pdf; ST TROPEZ 02a - Rent Roll 05.06.2019.xlsx; ST TROPEZ 02b - Detailed Rent Roll 05.20.2019.xlsx; ST TROPEZ 02b - Rent Roll 05.20.2019.xlsx; ST TROPEZ 03a - March 2019 T12 Financials.xlsx
Steele Creek rivergate,12509 Crown Park Ct,Charlotte,NC,,,,,,,,,Mixed,,,,,Mixed,,,Fee Insuran,,low,10.6.21_Income_Statement_.xlsx; 9.9.21 Tenant Detail Report.xlsx; 9.9.21_Rent_Roll_408_Units_.xlsx; Agreement_.pdf; Capstone Offering Memorandum_Steele Creek Rivergate.pdf
Stone Ridge,,Atlanta,GA,,,"Atlanta-Sandy Springs-Roswell, GA",,,,,,,,,,,GARAGE,,,,,medium,Stone Ridge - Rent Roll (2019.09.24).xls; Stone Ridge - T12 (2019.09).xlsx
Stonebriar,5620 S Colony Blvd,The Colony,TX,,,,,,,,,Mixed,,,,,Garage,,,Fee Payro,,low,Annual CashFlow - Goldman.xls; Avana Stonebriar OM.PDF; Avana Stonebriar RR 02.23.18.xls; Avana Stonebriar_OM_Compressed.pdf; Avana Stonebriar_TTM January 2018.xls
Sugarloaf Grove,1850 Duluth Highway,Lawrenceville,GA,,,,,,,,,,,2021,,,,,,,,medium,11.  SugarloafGrove_Sitemap updated.pdf; 1a.  RentRollwithLeaseCharges02_01_2021 - techno.xls; 1a.  RentRollwithLeaseCharges02_01_2021.xlsx; 4.  Amenity_Listing_704.xlsx; 6.  SG - Rolling 12Month PL 2020-12.xlsx
Sugarloaf Trials,,,,,,,,,,,,,,,,,,,,,,none,
Sweetwater Vista,,,,,,,,,,,,,,,,,,,,,,none,OM Available Soon.pdf
Tapestry Town Center,,,,,,,,,,,,,,,,,Garage,,,,,none,Tapestry Town Center  Other income - final.xls; Tapestry Town Center  Other income.xls; Tapestry Town Center Payroll.xls
Terrabella,915 S Dixie Highway,West Palm Beach,FL,,,,,,,,,,,,,,,,,,,low,2020 Keltonwood Portiva Property Premium Breakdown.pdf; jiq7KtDg.png; Terrabella Other Income.xlsx; Terrabella RentableItemsDirectory05_06_2021.xlsx; Terrabella RentRollwithLeaseCharges05_06_2021.xlsx
Texas Deals,,,,,,,,,,,,,,,,,GARAGE,,,FEE,,none,Enclave TS_Rents.xls; LAKESIDE - P  L-converted.xls; LAKESIDE - P  L.pdf; Lakeside TS_Rents.xls; R.Oask TS_Rents.xls
The Ace,,,,,,,,,,,,,,2018,,,,,,,,low,ACEBoxScoreSummary11_14_2018.xlsx; ACERentRollwithLeaseCharges11_14_2018.xlsx; Copy of The Ace RR 3.4.19.xls; The Ace - Expense Comparables_10.4.18_.pdf
The Archer,,Atlanta,GA,,,"Atlanta-Sandy Springs-Roswell, GA",,,,,,,,,,,,,,,,medium,The Archer.xlsx
The Bohemian,,,,,,,,,,,,,,,,,,,,,,none,
The Bradford,21035 Bradford Green Square,Cary,NC,,,,,,,,,,,,,,,,,,,low,Bradford_OM.pdf; Rent Roll_2022.03.07_Bradford.xls; T 12_2022.01_Bradford.xlsx
The Brazos,,,,,,,,,,,,,,,,,,,,,,none,DD_TheBrazos_1.zip
The Brooke,,,,,,,,,,,,,,,,,,,,,,none,
The Catherine,,,,,,,,,,,,,,,,,Garage,,,Fe,,none,Historical_20210923173951 - The Catherine .xls; The Catherine Lease analysis.xls; The Catherine Other Income.xlsx
The Cove at Covington,12301 Town Center Dr,Covington,GA,,,,,,,,0060,Concrete,,,,,Garage,,,Fee Capit,,medium,Cap rate and Yield on cost .xls; Historical_20240924155818.xls; The Cove at Covington Town Center - Executive Summary.pdf; The Cove Other income.xlsx
The Darby,,Atlanta,GA,,,"Atlanta-Sandy Springs-Roswell, GA",,,,,,,,282,,,Garage,,,,,medium,"Copy of Atlanta Garden_ Expense Comparables_ 6.8.20_v2.pdf; Darby Cherokee County, GA - Real Estate Search.pdf; Darby Rent Roll Analytics .xls; The Darby - City Tax Bill (2019).pdf; The Darby - Property Tax Bill (2019).pdf"
The Eddy,6025 River View Rd,,GA,,,,,,,,,,,2020,,,Garage,,,,,low,Rent Roll 07.04.20 - techno .xls; Rent Roll 07.04.20.xlsx; Rent Roll 7.11.2020.xls; The Eddy - 6025 River View Rd (2020).pdf; The Eddy - 6210 Nichols Dr (2020).pdf
The Edison,,,,,,,,,,,,,,,,,,,,,,none,
The Elliott,,,,,,,,,,,,,,,,,,,,,,none,AgedReceivables05_20_2021.pdf; RentableItemsDirectory05_21_2021.xlsx; RentRollwithLeaseCharges05_06_2021.xlsx; The Elliott Fees.xlsx; The Elliott Investment Memo_NorthMarq.pdf
The Fields Lincoln Green,2205 New Garden Rd,Greensboro,NC,,,,,,,,4,Mixed,garden,260,,,Mixed,,,Fee Gro,,medium,20190909101615_APINVExport - The fields lincoln Green .xls; Comps .xls; Copy of Lincoln Green 1-YR PCA Budget (004) - Capital .xls; Copy of Rent Roll 10.17.19.xls; Costar Report 1.pdf
The Helix,962 Bentstation Lane,Lake Mary,FL,,,,,,,,,,Garden,,,,Garage,,,,,medium,2020 Real Estate Tax Bill - 962 Bentstation Lane.pdf; 2021 Real Estate Tax Bill - 962 Bentstation Lane.pdf; Budget_Comparison_The Helix January .xlsx; RentRoll as of 12.31.2021.xlsx; RentRollwithLeaseCharges02_01_2022.xlsx
The Hillson,,,,,,,,,,,,,,2021,,,Garage,,,Sche,,low,Copy of Bulk Internet Financial Model - Hillson.xlsx; Copy of Hollis_MF Davidson County RET Forecast.xls; Copy of Other Income_The Hillson - Bell.xlsx; Hillson...BoxScoreSummary02_13_2021.xlsx; HillsonRentRollwithLeaseCharges02_13_2021 - techno.xls
The Hollows,,,,,,,,,,,8435,Concrete,,,,,,,,Software,,low,Historical_20190916101615 - The Hollows .xls
The Jaxon,,,,,,,,,,,,,,2019,,,,,,,,low,Copy of Jaxon RR 2019_05_10.xls; Jaxon - May Prelim Income.xlsx; Jaxon Budget 2019.xlsx; Jaxon T12 2019_04 (Preliminary).xlsx; Rent analytics + Tax Calculations .xls
The Julington,,Jacksonville,FL,,,,,,,,,,,2023,,,GARAGE,,,,,medium,Copy of RISE Julington Rent Roll_January 18.2023.xls; Julington Other Income Real.xlsx; RISE Julington Budget Forecast.pdf; RISE Julington Rent Roll_05.2023.xlsx; The Julington - Made up rent roll .xls
The Kensley,6371 Collins Road,Jacksonville,FL,,,,,,,,,,,,,,surface,,,,,low,The Kensley OM Digital.pdf; The Kensley OM For Print.pdf
The Linden,,,,,,,,,,,,,,,,,,,,,,none,
The Mason Sugarloaf,12 Month 2022-10,Sugar Hill,GA,CA,,"Atlanta-Sandy Springs-Roswell, GA",,2021,,,,,,,,,covered,,,,,medium,BoxScoreSummary12_12_2022.pdf; MS - Rolling 12 Month 2022-10.xlsx; MS - Rolling 12 Month 2023-03.xlsx; R7081 153.pdf - Tax Bill.pdf; RentRoll04_24_2023.xlsx
The Maven,4255 Suwanee Dam Road,Suwanee,GA,,,,,,,,,,,276,,,,,,,,medium,20210419134313_IncomeAPINVExport.xls; Payroll Budget - Highlands at Sweetwater Creek .xlsm; Payroll Budget - The Mayven .xlsm; Payroll schedule - The Maven.xls; The Maven - 2019 Property Tax Bill.pdf
The Mc Coy Apartments,,,,,,,,,,,,,,,,,,,,,,none,Expense Comp_McCoy.pdf; McCoy BoxScoreSummary09_28_2021.pdf; McCoy BoxScoreSummary12_22_2021.pdf; McCoy ConcessionBurnOff09_28_2021.xlsx; McCoy Development.jpg
The Mid,,,,,,,,,,,,,,,,,,,,,,none,
The Mid - Lake worth,2022 Renewals MID,,,,,,,,,,,,,,,,,,,,,none,07.2022 - Rent Roll Detail Modified w Retail- Excel.xls.xls; 07.2022 - The MID TS.xls; 07.2022 - The Mid TS2.xls; 08.2022 - Rent Roll Detail Combined - TS.xls; 08.2022 - Rent Roll Detail Combined.xls
The Milan,500 Jordan Stuart Circle,Apopka,FL,,,,,,,,,,Garden,,,,,,,LLC Orlan,,medium,The Milan Apartments (Orlando MSA) OM - 2019 (FINAL).pdf; The Milan Rent Roll_12-10-19 (Master 240 units) - techno.xls; The Milan Rent Roll_12-10-19 (Master 240 units).xlsx; The Milan Rents - 12-9-19.pdf
The Mile,,,,,,,,,,,,,,,,,,,,,,none,
The Mosby,,,,,,,,,,,,,,,,,GARAGE,,,,,none,Copy of Mosby University City - Rent Roll 2021.06.11 (004) techno.xls; Mosby Other income.xlsx; Mosby University City - Activity Trend - 210510.pdf; Mosby University City - Delinquent Report (2021.04.16).pdf; Mosby University City - Rent Roll (2021.04.16).xls
The Newton,12 Month Budget 1.31.20,Charlotte,NC,,,,,,,,,,,2020,,,,,,,,medium,389 2020 12 Month Budget 1.31.20.xlsx; 389 Rent Roll 1.31.20 techno v2.xls; 389 Rent Roll 1.31.20.xlsx; 389 Rentable Items 1.31.220.xlsx; AveragesReport_The_Newton_1-29-2020.pdf
The Park at Kensington,6218 Watermark Drive,Riverview,FL,FL,,,,,,,,,,264,,,,,,Fee Advertisi,,medium,2018_1Q_Tampa_Market Performance Summary.pdf; 5yr Projections .xls; Park at Kensington Axio.pdf; Park at Kensington Buyer Questionnaire.doc; The Park at Kensington Offering Memorandum (singles).pdf
The Parker,,,,,,,,,,,,,,,,,,,,,,none,
The Parkstone Gallatin,270 Douglas Bend Rd,Gallatin,TN,,,,,,,,,,,,,,,,,,,low,2021 Tax Bill - City of Gallatin.pdf; 2021 Tax Bill - Sumner County.pdf; Parkstone - Fees.pdf; Parkstone - RentRollwithLeaseCharges 02_08_2022.xlsx; Parkstone - RentRollwithLeaseCharges03_08_2022.xlsx
The Piedmont,,,,,,,,,,,,,,,,,GARAGE,,,,,none,Aerial Photo Pool_The Piedmont.JPG; Aerial Photo_The Piedmont.PNG; Cable Contract_2019_The Piedmont.pdf; Certificate of Liability Insurance_2021_The Piedmont.pdf; Certificates of Completion_2020_The Piedmont.pdf
The Pioneer,,,,,,,,,,,,,,,,,,,,,,none,Straight Rent Roll Import V2.xls
The Place at 1825,1825 Solar Feasibility-Proposal,Pflugerville,TX,,,"Austin-Round Rock, TX",,,,,,,,,,,Garage,,,INCO,,medium,24-476256-The Place at 1825 Solar Feasibility-Proposal.pdf; 603-0281982-001 - Insurance Document.pdf; Copy of The Place at 1825 RR with LCs  (12-19-24).xlsx; Copy of The Place at 1825 T12 (Nov 2024).xlsx; Historical_20241119123451.xls
The Quincy,21 techno,,,,,,,,,,,,,2021,,,Garage,,,Fee Insuran,,low,20210716162140_IncomeAPINVExport.xls; Copy of Atlanta Garden_ Expense Comparables_ 6.8.20_v2.pdf; Quincy Other income .xls; Quincy Other Income v2.xls; Quincy Projected rents .xls
The Reid,2190 Northlake Pkwy,Tucker,GA,,,,,,,,,,,,,,,,,,,low,The Reid OM.pdf
The Resever at Glenn Laurel,20 Pine Hall Dr,Clayton,NC,,,,,,,,,,,,,,,,,,,low,20 Pine Hall Dr - The Pines at Glen Laurel _ CoStar.pdf; 20 Pine Hall Dr - The Reserve at Glen Laurel _ CoStar.pdf; Combined rent roll .xlsx; Combined v2.xlsx; Pines at Glen Laurel_T12_Apr 2022.pdf
The Residences at 3000 Bardin,"3000 Bardin - 3000 Bardin Road, Grand Prairie, TX",Grand Prairie,TX,,,"Dallas-Fort Worth-Arlington, TX",,2022,,,,,,,,,,,,,,medium,02. Budget Comparison with Comments (1).pdf; 02. Budget Comparison with Comments 202112.xlsx; 02. Budget Comparison with Comments.pdf; 14. Rent Roll with Lease Charges (1).pdf; ConcessionBurnOff01_24_2022.xlsx
The Rey on Reynolds,3360 Steve Reynolds Blvd,Duluth,GA,,,,,,,,,Concrete,,,,,GARAGE,,,Servic,,low,Copy of The Rey on Reynolds  - Demographics (2021.02.08).xls; The Rey on Reynolds - Executive Summary.pdf; The Rey on Reynolds - Property Fees (Market Survey).pdf; The Rey on Reynolds - Rent Roll (2021.03.02).xls; TROR - Rent Roll (2021.02.07).xlsx
The Sagefield,,,,,,,,,,,,,,,,,,,,,,none,The Sagefield Other Income.xlsx; The Sagefield Rent Roll.xls; The Sagefield_20211028064141.zip
The Statesman,,,,,,,,,,,,,,,,,,,,,,none,
The Station Fleming Island,,,,,,,,,,,,,,,,,,,,,,none,AmenityRentAnalysis06_02_2022.pdf; BoxScoreSummary06_21_2022.xlsx; Other income The Station Fleming.xlsx; RentRoll06_21_2022.xlsx; The Station Fee Sheet.pdf
The View of Forth Worth,,,,,,,,,,,,,,,,,,,,,,none,
The Village at Westland Cove,9635 Westland Cove Way,Knoxville,TN,,,,,,,,,,,2020,,,garage,,,Tra,,medium,Complete OM - Village at Westland Cove.pdf; Copy of VWC Rent Roll 02 04 2020 techno.xls; CRS Data - Property Report for Parcel_Tax ID 144  02005.pdf; RentRollwithLeaseCharges12_12_2019 - Westland techno.xls; RentRollwithLeaseCharges12_12_2019 - Westland.xlsx
The Villlage,8810 Autumn Winds Drive,Raleigh,NC,,,,,,,,,,,,,,GARAGE,,,,,low,The Village_OM.pdf; Village RR 6.15.18.xls; Village RR 7.12.18.xls; Village RR 8_01_18.xls; Village_Tax_Bill___2017.pdf
The Vineyard,,,,,,,,,,,,,,,,,,,,,,none,The Vineyard - Sale Comps.pdf; The Vineyard OM.pdf; The vinyard - Costar.pdf; The vinyard - Costar.pdf 2.pdf
The apartments at Areboretum,12 Financials,,,,,,,,,,,,,,,,,,,,,none,
The palms,11000 Cameron Court,Davie,FL,,,,,,,,,,,2020,,,,,,FEE INCO,,medium,Copy of Palms - Renovation Level by Unit 6.1.2020.xlsx; Historical_20200626143401 - The Palms Davie .xls; Palms - RentableItemsDirectory06_11_2020.xlsx; Palms - RentRoll06_09_2020 - techno 2.xls; Palms - RentRoll06_09_2020.xlsx
The pointe @ Preston Ridge,,,,,,,,,,,,,,,,,,,,,,none,
The reserve at Cary Park,2000 Cary Reserve Drive,Cary,NC,,,,,,,,,,,,,,Garage,,,Expen,,low,CapEx_2020.08_Reserve at Cary Park.pdf; Cary Property Owners Assoc..pdf; Enhanced Unit Tracker_2020.08.18_Reserve at Cary Park.xlsx; Historical_20200831113146 - Reserve at Cary Park .xls; Listing Notes_2020.08_Reserve at Cary Park.pdf
The retreat at Fuquay,,,,,,,,,,,,,,,,,,,,,,none,Retreat at Fuquay Rent roll.xls
Thornhill,,,,,,,,,,,,,,,,,,,,,,none,
Town Southern,11020 Town Circle,Royal Palm Beach,FL,,,,,,,,,,,,,,GARAGE,,,Compa,,low,Town Southern - 2020.08 12-Month Operating Stmt.xlsm; Town Southern - 2020.09.17 Rent Roll.xls; Town Southern - 2020.09.17 Rentable Items.xls; Town Southern_OM_LR.pdf
Trailside Verde,,,,,,,,,,,,,,,,,,,,,,none,Trailside Verdae.xlsx
Trailside at Reedy Point,200 South Academy Street,Greenville,SC,,,,,,,,,,,2019,,,,,,,,medium,Trailside at Reedy Point - 2018 Tax Bill.pdf; Trailside at Reedy Point - Box Score 7.9.19 - 7.16.19.xlsx; Trailside at Reedy Point - Certificates of Occupancy.pdf; Trailside at Reedy Point - Concession Burn Off Report (2019.25.06).xlsx; Trailside at Reedy Point - Lease Charge Burnoff 2017.xlsx
Trilogy Cameron Village,,Chapel Hill,,,,,,,,,,,,,,,,,,,,low,Concessions 1.20.21.pdf; Concessions TCV.pdf; Demographics TCH.pdf; Demographics TCV.pdf; Payroll schedule - Cameron Village.xls
Trilogy Chapel Hill,,,,,,,,,,,,,,,,,,,,,,none,Copy of Twelve Month Trailing Income Statement (7).xlsx; Rent+Roll+Detail+-+Excel - 2021-01-18T090339.621.xls
Tuscan Heights,,,,,,,,,,,,,,,,,GARAGE,,,,,none,Tuscan Rent Roll for January 2019.xls
Uptown Boca,20940 Uptown Ave,Boca Raton,FL,,,,,,,,,,,,,,,,,,,low,2020-101649334.pdf; Confidentiality Agreement - Uptown Boca - Final.pdf; FloorPlanSummary-Uptown Boca-20210609-380235.xlsx; G95 - 2020 WHP Rents - 07.07.20.pdf; Master Declaration of Restrictive Covenants WFH.pdf
Uptown at Liberty Park,19 Uptown thru 7.21.19,,,,,,,,,,,,,,,,,,,,,none,Lee County Tax Collector - Uptwown.pdf; Rent+Roll+Detail+-+Excel 07.01.19.xls
V & 3 Apartments,,,,,,,,,,,,,,,,,,,,,,none,
V & Three,,,,,,,,,,,,,,,,,,,,,,none,Payroll Budget - V & Three .xlsm; V & Three.xlsx
Vail Village,,,,,,,,,,,,,,,,,,,,,,none,DD_VailVillageDallas_2018-0309_1539-d.zip
Vantage at Wildwood,,,,,,,,,,,,,,,,,,,,,,none,
Vecina,12 through Feb 21,,,,,,,,,,,,,,,,,,,,,none,BoxScoreSummary03_29_2021 (1).pdf; Vecina  Other Income.xlsx; Vecina ProjectedOccupancy03_29_2021.xlsx; Vecina RentableItemsDirectory03_29_2021 (1).xlsx; Vecina T12 through Feb 21.xlsx
Vestavia Reserve,2300 Reserve Trail,Vestavia Hills,AL,,,,,,,,,,,2018,,,,,,Fe,,medium,Income Profile - Vestavia.xlsx; RentRollwithLeaseCharges08_08_2018 techno.xls; RentRollwithLeaseCharges08_08_2018.xlsx; Vestavia Reserve - OM (2018.07.31) [Email].pdf; Vestavia Reserve - T12 Income Statement (PRELIM) (2018.07.31) - techno.xls
View at Woodstock,900 View Drive,Woodstock,GA,,,,,,,,,,,320,,,,,,,,medium,2019 Tax Bill for 15N12 017 A.pdf; 20200826101704_IncomeAPINVExport - Rent Roll analysis .xls; Property Detail - Matrix.pdf; The View at Woodstock - BOV Underwriting (2020.09.01).pdf; The View at Woodstock .xls
Village at Lake Front,201 E. Eldorado Pkwy.,Little Elm,TX,,,,,,,,,,,,,,,,,,,low,Village at Lakefront - August T-12.xlsx; Village at Lakefront - Lease Expiration Summary.pdf; Village at Lakefront - Note.PDF; Village at Lakefront - Offering Memorandum.pdf; Village at Lakefront - Rent Roll 9.18.19.pdf
Village on the Green,,,,,,,,,,,,,,,,,,,,FE,,none,Copy of Village on the Green - techno.xls
Vista Verde,1658 S Hiawassee Rd,Orlando,FL,,,,,,,,,Mixed,,0002,,,Garage,,,Fe,,medium,Central FL Value Add Portfolio OM - 2018 - FINAL.PDF; Comps Report.pdf; Profit & Loss 12 Month Recap - Vista Verde 01-18 - Modified.xls; Profit & Loss 12 Month Recap - Vista Verde 01-18 - removed.xls; Proforma .xls
Vista Verde - Miami,10491 SW 14th Terrace,Miami,FL,,,,,,,,,,,2018,,,,,,Fe,,medium,Copy of Vista Verde Westchester - T12 March 2017 thru Feb 2018 modified.xls; Forecast - Vista Miami.xls; University Fountains Rent Roll as of 03-31-18 techno.xls; University Fountains Rent Roll as of 03-31-18.xlsx; University Fountains Rent Roll as of 04-18-18 Techno .xls
Waterford Place - Morrisville,1000 Park Place,Morrisville,NC,,,,,,,,,,Garden,2019,,,,,,Spa,,medium,Historical_20190612113141 - The Waterford .xls; Rent Roll_2019.05.01_The Waterford.xls; Rent Roll_2019.05.01_The Waterford.xlsx; T12_2019.03_The Waterford.xls; T12_2019.03_The Waterford.xlsx
Waterlynn,,,,,,,,,,,,,,2019,,,garage,,,Fe,,low,20191111112412_APINVExport - Waterlynn ridge .xls; 20191113110048_APINVExport - whitehall.xls; Historical_20191104120658 - Waterlynn Ridge .xls; RentRollwithLeaseCharges10_23_2019 (1) - techno.xls; RentRollwithLeaseCharges10_23_2019 (1).xlsx
West End,,,,,,,,,,,,,,,,,,,,,,none,RE Tax Bill_2018_West End Station.pdf; Rent Roll_2019.07.25_West End Station.xlsx; T12_2019.06_West End Station.xlsx
Whitehall Estates,,,,,,,,,,,,,,,,,Garage,,,Fe,,none,Historical_20191024160041 - whitehall.xls; Whitehall Estates - Rent Roll (2019.09.27).xls; Whitehall Estates - T12 (2019.09) - Techno.xls; Whitehall Estates - T12 (2019.09).xlsx
Windsor Landing,7124 Southlake Parkway,Morrow,GA,CS,,,,,,,,,Garden,,,,,,,Fe,,medium,!Windsor Landing 2018 Tax Bill.pdf; !Windsor Landing 2019 Tax Assessment.pdf; !Windsor Landing Rent Roll_8_26_2019 - Techno.xls; !Windsor Landing Rent Roll_8_26_2019.xlsx; !Windsor Landing T-12 Ending July 2019 - techno.xls
Windsor Landings - NC,23 Rent Roll - modified ,,,NC,,,,,,,,,,,,,,,,Fee Adm,,none,Forecast.xls; Oct 23 Rent Roll - modified .xls; Oct 23 Rent Roll.pdf; Oct 23 Rent Roll.xls; WL Oct'17 Preliminary Income.pdf
legacy Village,121 Village Green Lane,Mooresville,NC,,,,,,,,,,,2019,,,Garage,,,Fe,,medium,Historical_20190925110607 - Legacy village .xls; Legacy Village - Concession Burn Off Report (2019.08).pdf; Legacy Village - Offering Memorandum.pdf; Legacy Village - Rent Roll (2019.09.09) - techno.xls; Legacy Village - Rent Roll (2019.09.09).xlsx